date,population
11/08/2024,0
12/08/2024,0
13/08/2024,0
14/08/2024,0
15/08/2024,0
16/08/2024,36.1
17/08/2024,40.1
18/08/2024,47.1
19/08/2024,35.1
20/08/2024,47.1
21/08/2024,47.1
22/08/2024,55.1
23/08/2024,55.1
24/08/2024,42.1
25/08/2024,49.1
26/08/2024,55.1
27/08/2024,35.1
28/08/2024,42.1
29/08/2024,37.1
30/08/2024,42.1
31/08/2024,53.1
01/09/2024,58.1
02/09/2024,33.1
03/09/2024,35.1
04/09/2024,36.1
05/09/2024,54.1
06/09/2024,82.1
07/09/2024,49.1
08/09/2024,42.1
09/09/2024,50.1
10/09/2024,39.1
11/09/2024,40.1
12/09/2024,33.1
13/09/2024,25.1
14/09/2024,39.1
15/09/2024,41.1
16/09/2024,26.1
17/09/2024,33.1
18/09/2024,52.1
19/09/2024,63.1
20/09/2024,68.1
21/09/2024,68.1
22/09/2024,69.1
23/09/2024,50.1
24/09/2024,51.1
25/09/2024,36.1
26/09/2024,39.1
27/09/2024,44.1
28/09/2024,30.1
29/09/2024,37.1
30/09/2024,33.1
01/10/2024,33.1
02/10/2024,44.1
03/10/2024,26.1
04/10/2024,23.1
05/10/2024,37.1
06/10/2024,28.1
07/10/2024,35.1
08/10/2024,33.1
09/10/2024,26.1
10/10/2024,37.1
11/10/2024,15.1
12/10/2024,31.1
13/10/2024,30.1
14/10/2024,23.1
15/10/2024,20.1
16/10/2024,12.1
17/10/2024,18.1
18/10/2024,25.1
19/10/2024,35.1
20/10/2024,50.1
21/10/2024,28.1
22/10/2024,18.1
23/10/2024,19.1
24/10/2024,31.1
25/10/2024,10.1
26/10/2024,11.1
27/10/2024,38.1
28/10/2024,26.1
29/10/2024,15.1
30/10/2024,18.1
31/10/2024,12.1
01/11/2024,25.1
02/11/2024,16.1
03/11/2024,29.1
04/11/2024,16.1
05/11/2024,12.1
06/11/2024,9.1
07/11/2024,14.1
08/11/2024,15.1
09/11/2024,14.1
10/11/2024,14.1
11/11/2024,17.1
12/11/2024,21.1
13/11/2024,15.1
14/11/2024,17.1
15/11/2024,7.1
16/11/2024,33.1
17/11/2024,38.1
18/11/2024,20.1
19/11/2024,25.1
20/11/2024,23.1
21/11/2024,18.1
22/11/2024,32.1
23/11/2024,44.1
24/11/2024,63.1
25/11/2024,50.1
26/11/2024,21.1
27/11/2024,21.1
28/11/2024,5.1
29/11/2024,18.1
30/11/2024,28.1
01/12/2024,40.1
02/12/2024,34.1
